"id","name","city_id"
360,"川北五条",4
361,"川下",4
362,"川下一条",4
363,"川下二条",4
364,"川下三条",4
365,"川下四条",4
366,"川下五条",4
367,"川北",4
368,"菊水一条",4
369,"菊水二条",4
370,"菊水三条",4
371,"菊水四条",4
372,"菊水五条",4
373,"菊水六条",4
374,"菊水七条",4
375,"菊水八条",4
376,"菊水九条",4
377,"菊水上町一条",4
378,"菊水上町二条",4
379,"菊水上町三条",4
380,"菊水上町四条",4
381,"菊水元町一条",4
382,"菊水元町二条",4
383,"菊水元町三条",4
384,"菊水元町四条",4
385,"菊水元町五条",4
386,"菊水元町六条",4
387,"菊水元町七条",4
388,"菊水元町八条",4
389,"菊水元町九条",4
390,"菊水元町十条",4
391,"北郷",4
392,"北郷一条",4
393,"北郷二条",4
394,"北郷三条",4
395,"北郷四条",4
396,"北郷五条",4
397,"北郷六条",4
398,"北郷七条",4
399,"北郷八条",4
400,"北郷九条",4
401,"北郷十条",4
402,"栄通",4
403,"中央一条",4
404,"中央二条",4
405,"中央三条",4
406,"南郷通",4
407,"南郷通",4
408,"東札幌一条",4
409,"東札幌二条",4
410,"東札幌三条",4
411,"東札幌四条",4
412,"東札幌五条",4
413,"東札幌六条",4
414,"東米里",4
415,"平和通",4
416,"平和通",4
417,"本郷通",4
418,"本郷通",4
419,"本通",4
420,"本通",4
421,"米里一条",4
422,"米里二条",4
423,"米里三条",4
424,"米里四条",4
425,"米里五条",4
426,"流通センター",4
427,"",5
428,"旭町",5
429,"水車町",5
430,"月寒中央通",5
431,"月寒西一条",5
432,"月寒西二条",5
433,"月寒西三条",5
434,"月寒西四条",5
435,"月寒西五条",5
436,"月寒東一条",5
437,"月寒東二条",5
438,"月寒東三条",5
439,"月寒東四条",5
440,"月寒東五条",5
441,"豊平一条",5
442,"豊平二条",5
443,"豊平三条",5
444,"豊平四条",5
445,"豊平五条",5
446,"豊平六条",5
447,"豊平七条",5
448,"豊平八条",5
449,"豊平九条",5
450,"中の島一条",5
451,"中の島二条",5
452,"西岡",5
453,"西岡一条",5
454,"西岡二条",5
455,"西岡三条",5
456,"西岡四条",5
457,"西岡五条",5
458,"羊ケ丘",5
459,"平岸一条",5
460,"平岸二条",5
461,"平岸三条",5
462,"平岸四条",5
463,"平岸五条",5
464,"平岸六条",5
465,"平岸七条",5
466,"平岸八条",5
467,"福住一条",5
468,"福住二条",5
469,"福住三条",5
470,"美園一条",5
471,"美園二条",5
472,"美園三条",5
473,"美園四条",5
474,"美園五条",5
475,"美園六条",5
476,"美園七条",5
477,"美園八条",5
478,"美園九条",5
479,"美園十条",5
480,"美園十一条",5
481,"美園十二条",5
482,"",6
483,"石山",6
484,"石山東",6
485,"石山一条",6
486,"石山二条",6
487,"石山三条",6
488,"石山四条",6
489,"川沿一条",6
490,"川沿二条",6
491,"川沿三条",6
492,"川沿四条",6
493,"川沿五条",6
494,"川沿六条",6
495,"川沿七条",6
496,"川沿八条",6
497,"川沿九条",6
498,"川沿十条",6
499,"川沿十一条",6
500,"川沿十二条",6
501,"川沿十三条",6
502,"川沿十四条",6
503,"川沿十五条",6
504,"川沿十六条",6
505,"川沿十七条",6
506,"川沿十八条",6
507,"北ノ沢",6
508,"芸術の森",6
509,"小金湯",6
510,"定山渓",6
511,"定山渓温泉東",6
512,"定山渓温泉西",6
513,"白川",6
514,"澄川",6
515,"澄川一条",6
516,"澄川二条",6
517,"澄川三条",6
518,"澄川四条",6
519,"澄川五条",6
520,"澄川六条",6
521,"滝野",6
522,"砥石山",6
523,"常盤",6
524,"常盤",6
525,"常盤一条",6
526,"常盤二条",6
527,"常盤三条",6
528,"常盤四条",6
529,"常盤五条",6
530,"常盤六条",6
531,"砥山",6
532,"豊滝",6
533,"中ノ沢",6
534,"藤野",6
535,"藤野",6
536,"藤野一条",6
537,"藤野二条",6
538,"藤野三条",6
539,"藤野四条",6
540,"藤野五条",6
541,"藤野六条",6
542,"真駒内",6
543,"真駒内",6
544,"真駒内曙町",6
545,"真駒内泉町",6
546,"真駒内柏丘",6
547,"真駒内上町",6
548,"真駒内幸町",6
549,"真駒内東町",6
550,"真駒内本町",6
551,"真駒内緑町",6
552,"真駒内南町",6
553,"真駒内公園",6
554,"簾舞一条",6
555,"簾舞二条",6
556,"簾舞三条",6
557,"簾舞四条",6
558,"簾舞五条",6
559,"簾舞六条",6
560,"簾舞",6
561,"南沢",6
562,"南沢一条",6
563,"南沢二条",6
564,"南沢三条",6
565,"南沢四条",6
566,"南沢五条",6
567,"南沢六条",6
568,"南三十条西",6
569,"南三十一条西",6
570,"南三十二条西",6
571,"南三十三条西",6
572,"南三十四条西",6
573,"南三十五条西",6
574,"南三十六条西",6
575,"南三十七条西",6
576,"南三十八条西",6
577,"南三十九条西",6
578,"藻岩下",6
579,"藻岩山",6
580,"",7
581,"琴似一条",7
582,"琴似二条",7
583,"琴似三条",7
584,"琴似四条",7
585,"小別沢",7
586,"西野",7
587,"西野一条",7
588,"西野二条",7
589,"西野三条",7
590,"西野四条",7
591,"西野五条",7
592,"西野六条",7
593,"西野七条",7
594,"西野八条",7
595,"西野九条",7
596,"西野十条",7
597,"西野十一条",7
598,"西野十二条",7
599,"西野十三条",7
600,"西野十四条",7
601,"西町南",7
602,"西町北",7
603,"二十四軒一条",7
604,"二十四軒二条",7
605,"二十四軒三条",7
606,"二十四軒四条",7
607,"八軒一条東",7
608,"八軒一条西",7
609,"八軒二条東",7
610,"八軒二条西",7
611,"八軒三条東",7
612,"八軒三条西",7
613,"八軒四条東",7
614,"八軒四条西",7
615,"八軒五条東",7
616,"八軒五条西",7
617,"八軒六条東",7
618,"八軒六条西",7
619,"八軒七条東",7
620,"八軒七条西",7
621,"八軒八条東",7
622,"八軒八条西",7
623,"八軒九条東",7
624,"八軒九条西",7
625,"八軒十条東",7
626,"八軒十条西",7
627,"発寒一条",7
628,"発寒二条",7
629,"発寒三条",7
630,"発寒四条",7
631,"発寒五条",7
632,"発寒六条",7
633,"発寒七条",7
634,"発寒八条",7
635,"発寒九条",7
636,"発寒十条",7
637,"発寒十一条",7
638,"発寒十二条",7
639,"発寒十三条",7
640,"発寒十四条",7
641,"発寒十五条",7
642,"発寒十六条",7
643,"発寒十七条",7
644,"福井",7
645,"平和",7
646,"平和一条",7
647,"平和二条",7
648,"平和三条",7
649,"宮の沢",7
650,"宮の沢一条",7
651,"宮の沢二条",7
652,"宮の沢三条",7
653,"宮の沢四条",7
654,"山の手",7
655,"山の手一条",7
656,"山の手二条",7
657,"山の手三条",7
658,"山の手四条",7
659,"山の手五条",7
660,"山の手六条",7
661,"山の手七条",7
662,"",8
663,"青葉町",8
664,"厚別北一条",8
665,"厚別北二条",8
666,"厚別北三条",8
667,"厚別北四条",8
668,"厚別北五条",8
669,"厚別北六条",8
670,"厚別中央一条",8
671,"厚別中央二条",8
672,"厚別中央三条",8
673,"厚別中央四条",8
674,"厚別中央五条",8
675,"厚別町上野幌",8
676,"厚別町下野幌",8
677,"厚別町小野幌",8
678,"厚別町山本",8
679,"厚別西",8
680,"厚別西一条",8
681,"厚別西二条",8
682,"厚別西三条",8
683,"厚別西四条",8
684,"厚別西五条",8
685,"厚別東一条",8
686,"厚別東二条",8
687,"厚別東三条",8
688,"厚別東四条",8
689,"厚別東五条",8
690,"厚別南",8
691,"大谷地東",8
692,"大谷地西",8
693,"上野幌一条",8
694,"上野幌二条",8
695,"上野幌三条",8
696,"下野幌テクノパーク",8
697,"もみじ台東",8
698,"もみじ台西",8
699,"もみじ台南",8
700,"もみじ台北",8
701,"",9
702,"曙一条",9
703,"曙二条",9
704,"曙三条",9
705,"曙四条",9
706,"曙五条",9
707,"曙六条",9
708,"曙七条",9
709,"曙八条",9
710,"曙九条",9
711,"曙十条",9
712,"曙十一条",9
713,"曙十二条",9
714,"明日風",9
715,"稲穂一条",9
716,"稲穂二条",9
717,"稲穂三条",9
718,"稲穂四条",9
719,"稲穂五条",9
720,"金山一条",9
721,"金山二条",9
722,"金山三条",9
723,"新発寒一条",9
724,"新発寒二条",9
725,"新発寒三条",9
726,"新発寒四条",9
727,"新発寒五条",9
728,"新発寒六条",9
729,"新発寒七条",9
730,"手稲稲穂",9
731,"手稲金山",9
732,"手稲富丘",9
733,"手稲星置",9
734,"手稲前田",9
735,"手稲山口",9
736,"手稲本町",9
737,"手稲本町一条",9
738,"手稲本町二条",9
739,"手稲本町三条",9
740,"手稲本町四条",9
741,"手稲本町五条",9
742,"手稲本町六条",9
743,"富丘一条",9
744,"富丘二条",9
745,"富丘三条",9
746,"富丘四条",9
747,"富丘五条",9
748,"富丘六条",9
749,"西宮の沢",9
750,"西宮の沢一条",9
751,"西宮の沢二条",9
752,"西宮の沢三条",9
753,"西宮の沢四条",9
754,"西宮の沢五条",9
755,"西宮の沢六条",9
756,"星置一条",9
757,"星置二条",9
758,"星置三条",9
759,"星置南",9
760,"前田一条",9
761,"前田二条",9
762,"前田三条",9
763,"前田四条",9
764,"前田五条",9
765,"前田六条",9
766,"前田七条",9
767,"前田八条",9
768,"前田九条",9
769,"前田十条",9
770,"前田十一条",9
771,"前田十二条",9
772,"前田十三条",9
773,"",10
774,"有明",10
775,"美しが丘一条",10
776,"美しが丘二条",10
777,"美しが丘三条",10
778,"美しが丘四条",10
779,"美しが丘五条",10
780,"北野一条",10
781,"北野二条",10
782,"北野三条",10
783,"北野四条",10
784,"北野五条",10
785,"北野六条",10
786,"北野七条",10
787,"清田",10
788,"清田一条",10
789,"清田二条",10
790,"清田三条",10
791,"清田四条",10
792,"清田五条",10
793,"清田六条",10
794,"清田七条",10
795,"清田八条",10
796,"清田九条",10
797,"清田十条",10
798,"里塚",10
799,"里塚一条",10
800,"里塚二条",10
801,"里塚三条",10
802,"里塚四条",10
803,"里塚緑ケ丘",10
804,"真栄",10
805,"真栄一条",10
806,"真栄二条",10
807,"真栄三条",10
808,"真栄四条",10
809,"真栄五条",10
810,"真栄六条",10
811,"平岡",10
812,"平岡一条",10
813,"平岡二条",10
814,"平岡三条",10
815,"平岡四条",10
816,"平岡五条",10
817,"平岡六条",10
818,"平岡七条",10
819,"平岡八条",10
820,"平岡九条",10
821,"平岡十条",10
822,"平岡公園",10
823,"平岡公園東",10
824,"",11
825,"青柳町",11
826,"赤川",11
827,"赤川町",11
828,"赤坂町",11
829,"浅野町",11
830,"旭岡町",11
831,"旭町",11
832,"庵原町",11
833,"石川町",11
834,"石倉町",11
835,"石崎町",11
836,"入舟町",11
837,"岩戸町",11
838,"上野町",11
839,"宇賀浦町",11
840,"臼尻町",11
841,"絵紙山町",11
842,"恵山町",11
843,"恵山岬町",11
844,"榎本町",11
845,"追分町",11
846,"大川町",11
847,"大手町",11
848,"大縄町",11
849,"大船町",11
850,"大町",11
851,"大澗町",11
852,"大森町",11
853,"尾札部町",11
854,"小安町",11
855,"小安山町",11
856,"海岸町",11
857,"柏木町",11
858,"柏野町",11
859,"鍛治",11
860,"川汲町",11
861,"金堀町",11
862,"蛾眉野町",11
863,"釜谷町",11
864,"上新川町",11
865,"神山",11
866,"神山町",11
867,"上湯川町",11
868,"亀尾町",11
869,"亀田中野町",11
870,"亀田本町",11
871,"亀田港町",11
872,"亀田町",11
873,"川上町",11
874,"川原町",11
875,"桔梗",11
876,"桔梗町",11
877,"北浜町",11
878,"北美原",11
879,"吉畑町",11
880,"木直町",11
881,"古武井町",11
882,"駒場町",11
883,"五稜郭町",11
884,"栄町",11
885,"汐首町",11
886,"東雲町",11
887,"志海苔町",11
888,"島泊町",11
889,"昭和",11
890,"昭和町",11
891,"白鳥町",11
892,"白石町",11
893,"新恵山町",11
894,"新川町",11
895,"陣川",11
896,"陣川町",11
897,"新八幡町",11
898,"新浜町",11
899,"新二見町",11
900,"新湊町",11
901,"末広町",11
902,"杉並町",11
903,"鈴蘭丘町",11
904,"住吉町",11
905,"瀬田来町",11
906,"瀬戸川町",11
907,"銭亀町",11
908,"高丘町",11
909,"高岱町",11
910,"高松町",11
911,"高盛町",11
912,"滝沢町",11
913,"館町",11
914,"田家町",11
915,"千歳町",11
916,"銚子町",11
917,"千代台町",11
918,"鶴野町",11
919,"鉄山町",11
920,"銅山町",11
921,"時任町",11
922,"戸倉町",11
923,"泊町",11
924,"富浦町",11
925,"富岡町",11
926,"豊浦町",11
927,"豊川町",11
928,"豊崎町",11
929,"豊原町",11
930,"中島町",11
931,"中野町",11
932,"中浜町",11
933,"中道",11
934,"西旭岡町",11
935,"西桔梗町",11
936,"根崎町",11
937,"乃木町",11
938,"八幡町",11
939,"花園町",11
940,"浜町",11
941,"原木町",11
942,"万代町",11
943,"日浦町",11
944,"東川町",11
945,"東畑町",11
946,"東山",11
947,"東山町",11
948,"人見町",11
949,"日乃出町",11
950,"日ノ浜町",11
951,"日吉町",11
952,"日和山町",11
953,"広野町",11
954,"深堀町",11
955,"双見町",11
956,"船見町",11
957,"古川町",11
958,"古部町",11
959,"弁才町",11
960,"弁天町",11
961,"宝来町",11
962,"堀川町",11
963,"本町",11
964,"本通",11
965,"米原町",11
966,"鱒川町",11
967,"松陰町",11
968,"松風町",11
969,"松川町",11
970,"的場町",11
971,"丸山町",11
972,"御崎町",11
973,"三森町",11
974,"港町",11
975,"美原",11
976,"見晴町",11
977,"宮前町",11
978,"女那川町",11
979,"元町",11
980,"元村町",11
981,"紅葉山町",11
982,"安浦町",11
983,"谷地頭町",11
984,"梁川町",11
985,"柳町",11
986,"山の手",11
987,"弥生町",11
988,"湯川町",11
989,"湯浜町",11
990,"吉川町",11
991,"若松町",11
992,"",12
993,"相生町",12
994,"赤岩",12
995,"旭町",12
996,"朝里",12
997,"朝里川温泉",12
998,"有幌町",12
999,"石山町",12
1000,"稲穂",12
1001,"入船",12
1002,"色内",12
1003,"梅ケ枝町",12
1004,"奥沢",12
1005,"忍路",12
1006,"オタモイ",12
1007,"勝納町",12
1008,"桂岡町",12
1009,"幸",12
1010,"堺町",12
1011,"桜",12
1012,"潮見台",12
1013,"塩谷",12
1014,"東雲町",12
1015,"清水町",12
1016,"祝津",12
1017,"新光",12
1018,"新光町",12
1019,"新富町",12
1020,"末広町",12
1021,"住ノ江",12
1022,"住吉町",12
1023,"銭函",12
1024,"銭函",12
1025,"高島",12
1026,"築港",12
1027,"手宮",12
1028,"天狗山",12
1029,"天神",12
1030,"富岡",12
1031,"豊川町",12
1032,"長橋",12
1033,"錦町",12
1034,"信香町",12
1035,"花園",12
1036,"張碓町",12
1037,"春香町",12
1038,"船浜町",12
1039,"望洋台",12
1040,"星野町",12
1041,"真栄",12
1042,"松ケ枝",12
1043,"緑",12
1044,"港町",12
1045,"見晴町",12
1046,"最上",12
1047,"桃内",12
1048,"山田町",12
1049,"蘭島",12
1050,"若竹町",12
1051,"若松",12
1052,"",13
1053,"秋月１条",13
1054,"秋月２条",13
1055,"秋月３条",13
1056,"曙北２条",13
1057,"曙北３条",13
1058,"曙１条",13
1059,"曙２条",13
1060,"曙３条",13
1061,"旭岡",13
1062,"旭町１条",13
1063,"旭町２条",13
1064,"江丹別町嵐山",13
1065,"江丹別町春日",13
1066,"江丹別町共和",13
1067,"江丹別町清水",13
1068,"江丹別町拓北",13
1069,"江丹別町中央",13
1070,"江丹別町富原",13
1071,"江丹別町中園",13
1072,"江丹別町西里",13
1073,"江丹別町芳野",13
1074,"大町１条",13
1075,"大町２条",13
1076,"大町３条",13
1077,"神楽岡１条",13
1078,"神楽岡２条",13
1079,"神楽岡３条",13
1080,"神楽岡４条",13
1081,"神楽岡５条",13
1082,"神楽岡６条",13
1083,"神楽岡７条",13
1084,"神楽岡８条",13
1085,"神楽岡９条",13
1086,"神楽岡１０条",13
1087,"神楽岡１１条",13
1088,"神楽岡１２条",13
1089,"神楽岡１３条",13
1090,"神楽岡１４条",13
1091,"神楽岡１５条",13
1092,"神楽岡１６条",13
1093,"神楽岡公園",13
1094,"神楽１条",13
1095,"神楽２条",13
1096,"神楽３条",13
1097,"神楽４条",13
1098,"神楽５条",13
1099,"神楽６条",13
1100,"神楽７条",13
1101,"上常盤町",13
1102,"神居１条",13
1103,"神居２条",13
1104,"神居３条",13
1105,"神居４条",13
1106,"神居５条",13
1107,"神居６条",13
1108,"神居７条",13
1109,"神居８条",13
1110,"神居９条",13
1111,"神居町雨紛",13
1112,"神居町上雨紛",13
1113,"神居町神岡",13
1114,"神居町神居古潭",13
1115,"神居町共栄",13
1116,"神居町神華",13
1117,"神居町台場",13
1118,"神居町忠和",13
1119,"神居町富岡",13
1120,"神居町富沢",13
1121,"神居町豊里",13
1122,"神居町春志内",13
1123,"神居町西丘",13
1124,"神居町西丘",13
1125,"亀吉１条",13
1126,"亀吉２条",13
1127,"亀吉３条",13
1128,"川端町１条",13
1129,"川端町２条",13
1130,"川端町３条",13
1131,"川端町４条",13
1132,"川端町５条",13
1133,"川端町６条",13
1134,"川端町７条",13
1135,"旭神１条",13
1136,"旭神２条",13
1137,"旭神３条",13
1138,"旭神町",13
1139,"金星町",13
1140,"工業団地１条",13
1141,"工業団地２条",13
1142,"工業団地３条",13
1143,"工業団地４条",13
1144,"工業団地５条",13
1145,"春光１条",13
1146,"春光２条",13
1147,"春光３条",13
1148,"春光４条",13
1149,"春光５条",13
1150,"春光６条",13
1151,"春光７条",13
1152,"春光台１条",13
1153,"春光台２条",13
1154,"春光台３条",13
1155,"春光台４条",13
1156,"春光台５条",13
1157,"春光町",13
1158,"新星町",13
1159,"新富１条",13
1160,"新富２条",13
1161,"新富３条",13
1162,"末広１条",13
1163,"末広２条",13
1164,"末広３条",13
1165,"末広４条",13
1166,"末広５条",13
1167,"末広６条",13
1168,"末広７条",13
1169,"末広８条",13
1170,"末広東１条",13
1171,"末広東２条",13
1172,"末広東３条",13
1173,"住吉４条",13
1174,"住吉５条",13
1175,"住吉６条",13
1176,"住吉７条",13
1177,"大雪通",13
1178,"台場１条",13
1179,"台場２条",13
1180,"台場３条",13
1181,"台場４条",13
1182,"台場東",13
1183,"高砂台",13
1184,"近文町",13
1185,"忠和１条",13
1186,"忠和２条",13
1187,"忠和３条",13
1188,"忠和４条",13
1189,"忠和５条",13
1190,"忠和６条",13
1191,"忠和７条",13
1192,"忠和８条",13
1193,"忠和９条",13
1194,"東光１条",13
1195,"東光２条",13
1196,"東光３条",13
1197,"東光４条",13
1198,"東光５条",13
1199,"東光６条",13
1200,"東光７条",13
1201,"東光８条",13
1202,"東光９条",13
1203,"東光１０条",13
1204,"東光１１条",13
1205,"東光１２条",13
1206,"東光１３条",13
1207,"東光１４条",13
1208,"東光１５条",13
1209,"東光１６条",13
1210,"東光１７条",13
1211,"東光１８条",13
1212,"東光１９条",13
1213,"東光２０条",13
1214,"東光２１条",13
1215,"東光２２条",13
1216,"東光２３条",13
1217,"東光２４条",13
1218,"東光２５条",13
1219,"東光２６条",13
1220,"東光２７条",13
1221,"常磐公園",13
1222,"常盤通",13
1223,"豊岡１条",13
1224,"豊岡２条",13
1225,"豊岡３条",13
1226,"豊岡４条",13
1227,"豊岡５条",13
1228,"豊岡６条",13
1229,"豊岡７条",13
1230,"豊岡８条",13
1231,"豊岡９条",13
1232,"豊岡１０条",13
1233,"豊岡１１条",13
1234,"豊岡１２条",13
1235,"豊岡１３条",13
1236,"豊岡１４条",13
1237,"豊岡１５条",13
1238,"豊岡１６条",13
1239,"中常盤町",13
1240,"永山１条",13
1241,"永山２条",13
1242,"永山３条",13
1243,"永山４条",13
1244,"永山５条",13
1245,"永山６条",13
1246,"永山７条",13
1247,"永山８条",13
1248,"永山９条",13
1249,"永山１０条",13
1250,"永山１１条",13
1251,"永山１２条",13
1252,"永山１３条",13
1253,"永山１４条",13
1254,"永山北１条",13
1255,"永山北２条",13
1256,"永山北３条",13
1257,"永山北４条",13
1258,"永山町",13
1259,"西神楽北１条",13
1260,"西神楽北２条",13
